source;record_sequence_number_NGA;event_id;ev_depth_km;Mw;M;epi_lat;epi_lon;network_code;station_code;sensor_depth_m;proximity_code;GMX_first;ec8_code;vs30_m_sec;epi_dist;rotD50_pga;rotD50_T0_010;rotD50_T0_025;rotD50_T0_040;rotD50_T0_050;rotD50_T0_070;rotD50_T0_100;rotD50_T0_150;rotD50_T0_200;rotD50_T0_250;rotD50_T0_300;rotD50_T0_350;rotD50_T0_400;rotD50_T0_450;rotD50_T0_500;rotD50_T0_600;rotD50_T0_700;rotD50_T0_750;rotD50_T0_800;rotD50_T0_900;rotD50_T1_000;rotD50_T1_200;rotD50_T1_400;rotD50_T1_600;rotD50_T1_800;rotD50_T2_000;rotD50_T2_500;rotD50_T3_000;rotD50_T3_500;rotD50_T4_000;rotD50_T5_000;rotD50_T6_000;rotD50_T7_000;rotD50_T8_000;rotD50_T9_000;rotD50_T10_000
NGA-West2;181;50;9.96;;6.53;32.644;-115.307;;5158;;;I;;203.22;27.47;4.48E-01;4.51E-01;4.51E-01;9.15E-01;1.23E+00;1.92E+00;1.70E+00;1.07E+00;1.45E+00;2.19E+00;1.46E+00;9.85E-01;1.07E+00;1.22E+00;1.01E+00;8.41E-01;7.93E-01;8.55E-01;9.04E-01;9.23E-01;7.08E-01;5.15E-01;4.61E-01;4.04E-01;5.03E-01;4.63E-01;6.03E-01;5.50E-01;4.52E-01;3.74E-01;2.05E-01;1.25E-01;8.17E-02;6.65E-02;4.76E-02;3.44E-02
NGA-West2;182;50;9.96;;6.53;32.644;-115.307;;5028;;;A;;210.51;27.64;4.37E-01;4.38E-01;4.38E-01;4.77E-01;6.34E-01;6.47E-01;7.60E-01;6.65E-01;1.09E+00;8.90E-01;8.52E-01;7.23E-01;7.74E-01;1.31E+00;9.33E-01;1.01E+00;1.51E+00;1.60E+00;1.53E+00;1.15E+00;9.46E-01;6.76E-01;6.07E-01;4.76E-01;4.35E-01;4.14E-01;4.40E-01;4.36E-01;3.77E-01;2.94E-01;1.58E-01;9.55E-02;7.74E-02;6.19E-02;4.03E-02;2.72E-02
NGA-West2;183;50;9.96;;6.53;32.644;-115.307;;958;;;I;;206.08;28.09;5.27E-01;5.31E-01;5.31E-01;7.72E-01;1.26E+00;1.46E+00;2.10E+00;2.15E+00;1.57E+00;1.34E+00;8.42E-01;1.26E+00;9.96E-01;1.47E+00;8.88E-01;1.36E+00;7.94E-01;6.46E-01;7.07E-01;5.36E-01;3.64E-01;6.59E-01;6.70E-01;4.37E-01;3.26E-01;2.59E-01;2.81E-01;2.16E-01;1.90E-01;1.96E-01;1.48E-01;1.04E-01;7.55E-02;5.51E-02;4.11E-02;2.93E-02
NGA-West2;184;50;9.96;;6.53;32.644;-115.307;;5165;;;I;;202.26;27.23;4.37E-01;4.40E-01;4.40E-01;5.08E-01;4.94E-01;9.05E-01;1.58E+00;4.14E+00;1.51E+00;2.55E+00;1.51E+00;1.77E+00;1.77E+00;1.10E+00;1.39E+00;1.27E+00;1.05E+00;8.84E-01;7.85E-01;6.63E-01;5.52E-01;6.46E-01;7.24E-01;4.67E-01;3.39E-01;3.13E-01;2.42E-01;2.21E-01;1.64E-01;1.52E-01;1.31E-01;1.23E-01;8.06E-02;5.65E-02;3.88E-02;2.75E-02
NGA-West2;185;50;9.96;;6.53;32.644;-115.307;;5055;;;A;;202.89;19.8;2.38E-01;2.39E-01;2.39E-01;2.96E-01;3.42E-01;5.60E-01;1.03E+00;1.22E+00;9.67E-01;1.14E+00;1.40E+00;1.11E+00;1.18E+00;6.44E-01;7.83E-01;6.42E-01;6.16E-01;6.30E-01;4.95E-01;3.65E-01;3.96E-01;3.96E-01;2.74E-01;2.15E-01;1.81E-01;1.91E-01;2.13E-01;2.64E-01;2.42E-01;2.10E-01;1.31E-01;8.84E-02;7.89E-02;6.00E-02;4.19E-02;2.95E-02
NGA-West2;186;50;9.96;;6.53;32.644;-115.307;;11023;;;A;;212;68.92;8.76E-02;8.77E-02;8.77E-02;9.60E-02;1.13E-01;1.27E-01;2.47E-01;2.85E-01;4.15E-01;3.73E-01;5.21E-01;4.97E-01;5.30E-01;4.34E-01;3.89E-01;2.28E-01;2.27E-01;1.28E-01;1.97E-01;2.14E-01;2.11E-01;1.51E-01;8.37E-02;7.22E-02;7.43E-02;6.72E-02;7.10E-02;6.39E-02;4.22E-02;3.83E-02;6.35E-02;2.43E-02;1.01E-02;7.62E-03;7.85E-03;7.15E-03
NGA-West2;187;50;9.96;;6.53;32.644;-115.307;;5051;;;A;;348.69;48.62;1.67E-01;1.68E-01;1.68E-01;2.00E-01;2.56E-01;2.63E-01;4.27E-01;5.67E-01;7.33E-01;5.51E-01;4.05E-01;4.71E-01;5.36E-01;5.34E-01;5.74E-01;3.24E-01;2.28E-01;1.94E-01;2.14E-01;1.56E-01;2.77E-01;1.52E-01;1.43E-01;1.58E-01;1.07E-01;1.09E-01;1.11E-01;9.35E-02;8.90E-02;7.90E-02;5.32E-02;4.12E-02;2.48E-02;1.83E-02;2.48E-02;2.05E-02
NGA-West2;188;50;9.96;;6.53;32.644;-115.307;;5052;;;A;;316.64;54.26;5.10E-02;5.10E-02;5.10E-02;6.44E-02;8.55E-02;1.22E-01;2.43E-01;3.93E-01;4.80E-01;2.38E-01;3.14E-01;2.00E-01;2.10E-01;1.32E-01;1.42E-01;1.12E-01;8.08E-02;7.79E-02;8.45E-02;1.05E-01;7.51E-02;4.88E-02;5.89E-02;5.79E-02;4.31E-02;2.95E-02;2.63E-02;1.89E-02;1.56E-02;1.51E-02;1.09E-02;4.93E-03;4.45E-03;3.38E-03;2.48E-03;1.77E-03
NGA-West2;189;50;9.96;;6.53;32.644;-115.307;;6619;;;A;;259.59;12.43;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02;-9.99E+02
NGA-West2;190;50;9.96;;6.53;32.644;-115.307;;286;;;A;;362.38;59.54;1.64E-01;1.64E-01;1.64E-01;2.00E-01;2.63E-01;3.96E-01;4.36E-01;1.43E+00;7.33E-01;5.56E-01;2.77E-01;4.97E-01;2.01E-01;2.63E-01;1.79E-01;1.84E-01;1.21E-01;1.03E-01;6.34E-02;6.48E-02;6.10E-02;4.93E-02;6.88E-02;4.63E-02;4.79E-02;3.25E-02;3.56E-02;2.28E-02;1.82E-02;2.53E-02;1.39E-02;1.21E-02;8.25E-03;4.97E-03;3.58E-03;2.60E-03
NGA-West2;191;50;9.96;;6.53;32.644;-115.307;;6610;;;I;;242.05;43.9;1.34E-01;1.38E-01;1.38E-01;2.03E-01;3.51E-01;3.06E-01;4.61E-01;7.24E-01;1.03E+00;7.04E-01;5.15E-01;4.72E-01;3.78E-01;3.04E-01;2.03E-01;2.80E-01;1.65E-01;2.25E-01;1.23E-01;1.42E-01;1.33E-01;9.26E-02;9.12E-02;7.26E-02;7.07E-02;7.78E-02;4.72E-02;3.44E-02;3.67E-02;3.04E-02;1.88E-02;1.20E-02;3.68E-03;2.64E-03;3.11E-03;2.47E-03
NGA-West2;192;50;9.96;;6.53;32.644;-115.307;;11369;;;A;;193.67;52.78;8.24E-02;8.30E-02;8.30E-02;1.08E-01;1.16E-01;1.43E-01;2.47E-01;2.10E-01;2.04E-01;2.75E-01;2.22E-01;2.89E-01;2.16E-01;2.82E-01;2.83E-01;2.97E-01;2.10E-01;1.74E-01;2.17E-01;1.75E-01;1.56E-01;1.35E-01;1.54E-01;1.05E-01;1.57E-01;1.28E-01;1.64E-01;1.09E-01;1.00E-01;9.93E-02;1.15E-01;3.54E-02;2.61E-02;2.29E-02;3.19E-02;2.76E-02
NGA-West2;193;51;9.5;;5.01;32.7667;-115.4413;;5054;;;A;;223.03;12.66;1.05E-01;1.05E-01;1.05E-01;1.58E-01;1.62E-01;1.21E-01;2.07E-01;1.92E-01;2.83E-01;1.62E-01;1.79E-01;1.78E-01;1.70E-01;1.65E-01;1.91E-01;1.78E-01;1.96E-01;1.67E-01;1.48E-01;1.15E-01;9.82E-02;7.63E-02;4.73E-02;3.68E-02;2.48E-02;1.80E-02;9.86E-03;6.38E-03;4.16E-03;2.93E-03;1.73E-03;1.19E-03;8.71E-04;6.68E-04;5.27E-04;4.25E-04
NGA-West2;194;51;9.5;;5.01;32.7667;-115.4413;;5060;;;A;;208.71;25.84;5.28E-02;5.29E-02;5.29E-02;7.81E-02;1.04E-01;1.23E-01;1.14E-01;1.72E-01;1.34E-01;1.43E-01;1.02E-01;1.14E-01;7.48E-02;6.61E-02;6.66E-02;4.79E-02;3.46E-02;2.90E-02;2.66E-02;2.17E-02;1.69E-02;9.85E-03;9.50E-03;6.84E-03;3.89E-03;2.47E-03;1.66E-03;1.29E-03;9.02E-04;7.03E-04;4.24E-04;2.65E-04;1.79E-04;1.30E-04;9.96E-05;7.93E-05
NGA-West2;195;51;9.5;;5.01;32.7667;-115.4413;;5053;;;A;;231.23;11.85;8.80E-02;8.84E-02;8.84E-02;1.07E-01;1.17E-01;1.80E-01;1.26E-01;2.10E-01;2.26E-01;2.75E-01;2.46E-01;2.39E-01;2.33E-01;2.64E-01;2.38E-01;2.10E-01;1.58E-01;1.36E-01;1.22E-01;9.06E-02;8.00E-02;5.08E-02;3.00E-02;2.32E-02;2.12E-02;1.64E-02;1.02E-02;5.17E-03;3.78E-03;2.90E-03;1.79E-03;1.19E-03;8.36E-04;6.19E-04;4.77E-04;3.78E-04
NGA-West2;196;51;9.5;;5.01;32.7667;-115.4413;;6605;;;I;;242.05;51.21;9.11E-02;9.14E-02;9.14E-02;1.26E-01;2.51E-01;2.15E-01;6.01E-01;3.00E-01;2.20E-01;2.63E-01;1.77E-01;2.53E-01;1.18E-01;9.70E-02;5.67E-02;5.66E-02;4.77E-02;6.28E-02;7.09E-02;8.10E-02;7.60E-02;2.61E-02;1.51E-02;7.66E-03;6.90E-03;4.28E-03;2.41E-03;1.47E-03;1.10E-03;8.40E-04;5.20E-04;3.48E-04;2.47E-04;1.85E-04;1.43E-04;1.14E-04
NGA-West2;197;51;9.5;;5.01;32.7667;-115.4413;;5056;;;A;;237.33;24.36;5.56E-02;5.59E-02;5.59E-02;6.97E-02;1.27E-01;1.41E-01;1.28E-01;1.31E-01;1.13E-01;1.38E-01;1.58E-01;1.55E-01;1.53E-01;1.42E-01;1.38E-01;1.01E-01;7.04E-02;6.49E-02;5.65E-02;3.80E-02;3.03E-02;1.99E-02;1.36E-02;8.98E-03;5.85E-03;4.53E-03;3.86E-03;2.56E-03;1.53E-03;9.89E-04;5.82E-04;4.24E-04;3.27E-04;2.58E-04;2.07E-04;1.69E-04
NGA-West2;198;51;9.5;;5.01;32.7667;-115.4413;;412;;;A;;202.85;11.96;5.25E-02;5.26E-02;5.26E-02;1.43E-01;2.23E-01;2.18E-01;1.33E-01;1.34E-01;2.58E-01;1.44E-01;1.44E-01;1.63E-01;1.52E-01;1.60E-01;1.44E-01;9.23E-02;7.46E-02;8.27E-02;6.01E-02;4.13E-02;3.46E-02;2.59E-02;1.92E-02;1.32E-02;1.04E-02;7.74E-03;5.78E-03;2.59E-03;1.40E-03;9.93E-04;5.30E-04;3.74E-04;2.83E-04;2.19E-04;1.73E-04;1.39E-04
NGA-West2;199;51;9.5;;5.01;32.7667;-115.4413;;5058;;;A;;196.25;14.5;1.87E-01;1.88E-01;1.88E-01;1.93E-01;2.44E-01;2.57E-01;3.15E-01;3.01E-01;2.90E-01;3.75E-01;4.82E-01;5.96E-01;5.29E-01;4.18E-01;3.78E-01;2.61E-01;2.02E-01;1.86E-01;1.59E-01;1.19E-01;8.89E-02;6.82E-02;3.72E-02;3.51E-02;2.08E-02;1.45E-02;6.91E-03;5.06E-03;3.70E-03;3.09E-03;2.09E-03;1.44E-03;1.04E-03;7.81E-04;6.10E-04;4.90E-04
NGA-West2;200;51;9.5;;5.01;32.7667;-115.4413;;5115;;;I;;188.78;18.04;1.27E-01;1.28E-01;1.28E-01;1.42E-01;1.50E-01;1.63E-01;2.61E-01;3.00E-01;2.69E-01;2.67E-01;2.86E-01;3.79E-01;3.58E-01;3.62E-01;3.66E-01;2.37E-01;1.64E-01;1.36E-01;1.14E-01;8.54E-02;6.75E-02;3.70E-02;2.54E-02;1.66E-02;1.14E-02;9.13E-03;5.96E-03;4.65E-03;3.43E-03;2.55E-03;1.53E-03;1.02E-03;7.37E-04;5.59E-04;4.40E-04;3.56E-04
NGA-West2;201;51;9.5;;5.01;32.7667;-115.4413;;5057;;;A;;162.94;15.28;1.27E-01;1.28E-01;1.28E-01;1.28E-01;1.51E-01;1.54E-01;2.48E-01;4.32E-01;3.15E-01;3.25E-01;3.07E-01;3.17E-01;3.01E-01;2.94E-01;2.61E-01;2.13E-01;1.83E-01;1.59E-01;1.35E-01;1.03E-01;8.20E-02;4.37E-02;2.93E-02;2.14E-02;1.67E-02;1.19E-02;7.27E-03;4.41E-03;3.55E-03;2.78E-03;1.69E-03;1.11E-03;7.80E-04;5.83E-04;4.55E-04;3.66E-04
NGA-West2;202;51;9.5;;5.01;32.7667;-115.4413;;955;;;I;;208.91;10.86;1.72E-01;1.73E-01;1.73E-01;2.43E-01;3.65E-01;4.46E-01;4.15E-01;5.43E-01;5.47E-01;5.97E-01;5.08E-01;6.23E-01;5.20E-01;3.78E-01;3.07E-01;1.71E-01;1.29E-01;1.20E-01;1.12E-01;7.66E-02;5.26E-02;3.43E-02;2.68E-02;2.05E-02;1.45E-02;1.16E-02;6.79E-03;4.32E-03;3.02E-03;2.26E-03;1.42E-03;9.82E-04;7.19E-04;5.50E-04;4.33E-04;3.51E-04
NGA-West2;203;51;9.5;;5.01;32.7667;-115.4413;;952;;;I;;205.63;10.09;2.19E-01;2.21E-01;2.21E-01;2.56E-01;4.76E-01;5.04E-01;5.10E-01;5.14E-01;4.91E-01;5.61E-01;5.03E-01;4.76E-01;4.71E-01;4.19E-01;3.32E-01;2.26E-01;1.76E-01;1.73E-01;1.34E-01;1.30E-01;9.22E-02;6.74E-02;4.65E-02;3.93E-02;3.20E-02;2.13E-02;1.27E-02;6.35E-03;6.45E-03;5.18E-03;2.17E-03;1.54E-03;1.13E-03;8.62E-04;6.76E-04;5.44E-04
NGA-West2;204;51;9.5;;5.01;32.7667;-115.4413;;5158;;;I;;203.22;9.11;2.31E-01;2.32E-01;2.32E-01;2.63E-01;3.02E-01;5.18E-01;5.69E-01;6.67E-01;7.08E-01;9.79E-01;8.57E-01;7.26E-01;6.99E-01;5.90E-01;5.40E-01;4.67E-01;3.95E-01;3.63E-01;3.17E-01;2.47E-01;1.88E-01;1.23E-01;8.75E-02;5.57E-02;3.90E-02;3.26E-02;1.54E-02;1.12E-02;7.89E-03;5.68E-03;3.34E-03;2.23E-03;1.62E-03;1.24E-03;9.81E-04;7.96E-04
NGA-West2;205;51;9.5;;5.01;32.7667;-115.4413;;5028;;;A;;210.51;9.08;1.80E-01;1.80E-01;1.80E-01;2.37E-01;2.17E-01;3.25E-01;3.69E-01;3.50E-01;5.42E-01;6.21E-01;4.03E-01;3.39E-01;3.04E-01;2.72E-01;2.55E-01;1.90E-01;1.54E-01;1.39E-01;1.24E-01;9.63E-02;8.15E-02;6.70E-02;5.23E-02;3.70E-02;2.69E-02;1.90E-02;9.53E-03;6.49E-03;4.21E-03;3.06E-03;1.83E-03;1.22E-03;8.79E-04;6.64E-04;5.19E-04;4.18E-04
NGA-West2;206;51;9.5;;5.01;32.7667;-115.4413;;958;;;I;;206.08;9.81;1.34E-01;1.37E-01;1.37E-01;2.07E-01;2.90E-01;4.87E-01;5.98E-01;3.08E-01;2.77E-01;2.72E-01;3.53E-01;3.12E-01;2.97E-01;3.20E-01;2.88E-01;1.88E-01;1.35E-01;1.14E-01;9.75E-02;7.86E-02;6.04E-02;4.79E-02;2.98E-02;2.50E-02;2.17E-02;1.87E-02;7.76E-03;5.08E-03;3.20E-03;2.30E-03;1.29E-03;8.90E-04;6.42E-04;4.85E-04;3.79E-04;3.05E-04
NGA-West2;207;51;9.5;;5.01;32.7667;-115.4413;;5165;;;I;;202.26;9.35;1.52E-01;1.54E-01;1.54E-01;1.73E-01;1.64E-01;2.63E-01;7.69E-01;5.49E-01;3.74E-01;4.15E-01;3.79E-01;4.15E-01;3.65E-01;3.27E-01;3.11E-01;1.78E-01;1.31E-01;1.30E-01;1.14E-01;8.42E-02;7.92E-02;3.75E-02;3.14E-02;2.27E-02;1.65E-02;1.17E-02;8.32E-03;6.04E-03;3.96E-03;2.63E-03;1.42E-03;9.37E-04;6.85E-04;5.28E-04;4.20E-04;3.42E-04
NGA-West2;208;51;9.5;;5.01;32.7667;-115.4413;;5055;;;A;;202.89;7.69;1.96E-01;1.96E-01;1.96E-01;2.65E-01;2.20E-01;2.97E-01;3.72E-01;6.11E-01;3.57E-01;3.86E-01;3.39E-01;3.28E-01;4.08E-01;4.32E-01;4.23E-01;4.02E-01;3.58E-01;2.91E-01;2.52E-01;1.90E-01;1.51E-01;9.44E-02;6.98E-02;5.22E-02;3.65E-02;2.84E-02;2.28E-02;1.27E-02;1.07E-02;8.46E-03;5.13E-03;3.28E-03;2.25E-03;1.64E-03;1.25E-03;9.87E-04
NGA-West2;209;52;3.3;;5.62;33.022;-115.506;;11369;;;A;;193.67;11.04;1.21E-01;1.25E-01;1.25E-01;2.12E-01;3.67E-01;4.67E-01;8.64E-01;4.08E-01;6.67E-01;3.94E-01;4.43E-01;3.58E-01;3.34E-01;2.16E-01;2.32E-01;2.18E-01;2.23E-01;2.64E-01;2.52E-01;1.48E-01;1.25E-01;7.16E-02;9.01E-02;9.10E-02;1.10E-01;9.00E-02;8.38E-02;4.10E-02;5.14E-02;4.50E-02;2.68E-02;1.75E-02;2.07E-02;1.39E-02;9.00E-03;5.91E-03
NGA-West2;210;53;12;;5.8;37.855;-121.816;;58219;;;I;;517.06;30.82;6.14E-02;6.15E-02;6.15E-02;6.53E-02;7.19E-02;9.68E-02;1.82E-01;3.83E-01;5.49E-01;2.18E-01;2.64E-01;2.49E-01;1.69E-01;1.63E-01;1.14E-01;8.88E-02;9.93E-02;7.80E-02;5.02E-02;6.38E-02;6.61E-02;5.76E-02;5.54E-02;3.66E-02;1.94E-02;1.62E-02;1.99E-02;8.58E-03;4.76E-03;4.09E-03;1.83E-03;9.91E-04;7.35E-04;5.68E-04;4.59E-04;3.32E-04
NGA-West2;211;53;12;;5.8;37.855;-121.816;;67070;;;C;;304.68;17.81;3.46E-02;3.46E-02;3.46E-02;3.51E-02;3.62E-02;3.71E-02;4.51E-02;7.36E-02;1.22E-01;1.13E-01;1.15E-01;1.10E-01;1.63E-01;1.57E-01;1.39E-01;1.23E-01;1.72E-01;1.61E-01;1.20E-01;1.59E-01;1.05E-01;5.46E-02;5.71E-02;5.77E-02;3.96E-02;3.33E-02;1.50E-02;1.95E-02;1.23E-02;7.85E-03;3.01E-03;1.83E-03;1.04E-03;6.78E-04;4.99E-04;3.98E-04
NGA-West2;212;53;12;;5.8;37.855;-121.816;;1265;;;H;;403.37;26.79;1.88E-01;1.88E-01;1.88E-01;1.89E-01;1.92E-01;2.25E-01;3.95E-01;4.45E-01;8.60E-01;5.39E-01;4.29E-01;4.79E-01;4.77E-01;3.70E-01;3.87E-01;2.36E-01;1.65E-01;1.80E-01;1.96E-01;2.82E-01;1.99E-01;2.21E-01;1.63E-01;1.76E-01;1.55E-01;1.48E-01;6.70E-02;3.17E-02;2.35E-02;2.24E-02;1.50E-02;8.52E-03;5.65E-03;3.74E-03;2.69E-03;1.99E-03
NGA-West2;213;53;12;;5.8;37.855;-121.816;;57064;;;A;;367.57;37.28;4.94E-02;4.95E-02;4.95E-02;5.05E-02;5.27E-02;5.66E-02;6.09E-02;1.47E-01;1.68E-01;1.75E-01;3.24E-01;2.11E-01;2.73E-01;1.38E-01;1.32E-01;9.91E-02;7.13E-02;1.08E-01;1.14E-01;1.19E-01;1.09E-01;8.16E-02;1.14E-01;8.20E-02;6.66E-02;4.37E-02;2.26E-02;1.42E-02;7.95E-03;6.71E-03;3.12E-03;1.80E-03;1.16E-03;9.10E-04;6.50E-04;5.03E-04
NGA-West2;214;53;12;;5.8;37.855;-121.816;;57187;;;A;;377.51;17.13;1.19E-01;1.19E-01;1.19E-01;1.20E-01;1.21E-01;1.28E-01;1.82E-01;2.61E-01;2.94E-01;3.36E-01;4.90E-01;2.81E-01;2.98E-01;3.20E-01;3.00E-01;4.53E-01;3.54E-01;3.59E-01;3.63E-01;5.01E-01;3.15E-01;2.05E-01;1.13E-01;1.30E-01;2.59E-01;1.96E-01;8.02E-02;6.78E-02;4.05E-02;2.18E-02;1.04E-02;6.75E-03;5.28E-03;3.98E-03;3.28E-03;2.60E-03
NGA-West2;215;53;12;;5.8;37.855;-121.816;;57134;;;A;;384.47;16.66;4.17E-02;4.17E-02;4.17E-02;4.43E-02;4.78E-02;6.29E-02;1.38E-01;1.97E-01;2.78E-01;2.86E-01;2.08E-01;2.59E-01;3.51E-01;2.13E-01;1.77E-01;2.01E-01;1.56E-01;1.52E-01;1.29E-01;1.61E-01;1.65E-01;1.25E-01;8.96E-02;7.11E-02;5.17E-02;6.69E-02;2.58E-02;2.71E-02;1.85E-02;6.50E-03;4.71E-03;1.82E-03;1.30E-03;9.34E-04;6.94E-04;6.31E-04
NGA-West2;216;53;12;;5.8;37.855;-121.816;;57063;;;A;;650.05;56.12;6.10E-02;6.10E-02;6.10E-02;6.36E-02;6.71E-02;7.32E-02;8.08E-02;1.48E-01;2.16E-01;2.57E-01;3.78E-01;4.69E-01;2.17E-01;2.53E-01;1.55E-01;1.74E-01;2.36E-01;1.55E-01;2.42E-01;1.93E-01;1.19E-01;1.73E-01;1.63E-01;2.00E-01;8.89E-02;7.22E-02;4.73E-02;4.87E-02;1.97E-02;1.42E-02;8.00E-03;6.76E-03;4.67E-03;3.79E-03;2.65E-03;1.77E-03
NGA-West2;217;54;14.5;;5.42;37.737;-121.74;;58219;;;I;;517.06;29.63;4.23E-02;4.23E-02;4.23E-02;4.58E-02;4.50E-02;5.16E-02;9.19E-02;1.89E-01;1.56E-01;1.22E-01;1.71E-01;1.90E-01;1.23E-01;1.05E-01;9.67E-02;7.21E-02;8.17E-02;7.61E-02;8.35E-02;8.46E-02;5.06E-02;4.23E-02;3.96E-02;2.29E-02;1.50E-02;1.18E-02;5.72E-03;6.43E-03;3.51E-03;3.09E-03;1.95E-03;8.86E-04;5.91E-04;4.33E-04;3.35E-04;2.59E-04
NGA-West2;218;54;14.5;;5.42;37.737;-121.74;;67070;;;C;;304.68;31.54;8.01E-02;8.02E-02;8.02E-02;8.22E-02;8.39E-02;8.78E-02;9.91E-02;1.30E-01;2.33E-01;2.94E-01;3.72E-01;2.56E-01;1.37E-01;1.28E-01;1.24E-01;1.82E-01;9.98E-02;1.44E-01;1.10E-01;6.83E-02;8.53E-02;3.58E-02;4.29E-02;2.74E-02;2.03E-02;1.22E-02;7.22E-03;4.32E-03;4.12E-03;2.59E-03;1.31E-03;9.09E-04;6.47E-04;4.77E-04;3.64E-04;2.86E-04
NGA-West2;219;54;14.5;;5.42;37.737;-121.74;;1265;;;H;;403.37;13.05;4.41E-02;4.43E-02;4.43E-02;4.64E-02;5.02E-02;6.83E-02;1.78E-01;2.97E-01;1.43E-01;2.57E-01;2.42E-01;1.48E-01;1.59E-01;9.21E-02;9.42E-02;5.16E-02;6.71E-02;5.82E-02;4.50E-02;5.69E-02;5.44E-02;2.96E-02;1.87E-02;1.81E-02;1.54E-02;9.83E-03;4.65E-03;2.16E-03;1.51E-03;1.04E-03;6.20E-04;4.00E-04;2.77E-04;2.03E-04;1.56E-04;1.23E-04
NGA-West2;220;54;14.5;;5.42;37.737;-121.74;;57064;;;A;;367.57;27.92;3.72E-02;3.72E-02;3.72E-02;3.87E-02;3.92E-02;4.61E-02;4.53E-02;8.84E-02;1.09E-01;1.07E-01;7.97E-02;8.09E-02;1.13E-01;1.10E-01;1.22E-01;1.74E-01;1.53E-01;1.24E-01;1.20E-01;1.47E-01;7.91E-02;5.08E-02;4.17E-02;3.45E-02;2.31E-02;1.70E-02;7.56E-03;4.93E-03;3.36E-03;2.06E-03;1.19E-03;8.07E-04;5.88E-04;4.47E-04;3.51E-04;2.83E-04
NGA-West2;221;54;14.5;;5.42;37.737;-121.74;;57T01;;;I;;387.04;3.33;2.22E-01;2.22E-01;2.22E-01;2.27E-01;2.35E-01;3.64E-01;4.65E-01;7.45E-01;7.54E-01;5.65E-01;7.22E-01;7.89E-01;7.38E-01;5.99E-01;5.67E-01;2.88E-01;2.07E-01;1.90E-01;1.49E-01;8.57E-02;6.81E-02;4.16E-02;3.28E-02;2.37E-02;1.78E-02;1.25E-02;8.69E-03;5.12E-03;3.66E-03;2.67E-03;1.61E-03;1.10E-03;7.99E-04;6.05E-04;4.74E-04;3.81E-04
NGA-West2;222;54;14.5;;5.42;37.737;-121.74;;57T02;;;I;;550.88;10.33;2.32E-01;2.32E-01;2.32E-01;2.66E-01;2.87E-01;3.78E-01;4.32E-01;8.91E-01;1.71E+00;7.51E-01;3.39E-01;4.82E-01;3.42E-01;2.99E-01;3.64E-01;3.58E-01;3.23E-01;2.58E-01;2.23E-01;1.81E-01;1.73E-01;1.37E-01;5.94E-02;3.78E-02;2.97E-02;2.04E-02;1.10E-02;7.43E-03;5.62E-03;4.27E-03;2.51E-03;1.61E-03;1.13E-03;8.41E-04;6.58E-04;5.27E-04
NGA-West2;223;54;14.5;;5.42;37.737;-121.74;;57187;;;A;;377.51;16.57;1.99E-01;1.99E-01;1.99E-01;2.04E-01;2.16E-01;2.38E-01;2.21E-01;3.62E-01;4.16E-01;4.75E-01;5.91E-01;7.47E-01;5.18E-01;5.61E-01;4.34E-01;4.85E-01;4.57E-01;5.25E-01;4.42E-01;3.46E-01;2.60E-01;1.30E-01;9.17E-02;9.70E-02;5.34E-02;3.61E-02;2.34E-02;1.24E-02;9.26E-03;7.08E-03;4.46E-03;3.05E-03;2.20E-03;1.67E-03;1.30E-03;1.05E-03
NGA-West2;224;54;14.5;;5.42;37.737;-121.74;;57134;;;A;;384.47;21.65;5.27E-02;5.28E-02;5.28E-02;5.65E-02;5.52E-02;6.51E-02;1.08E-01;1.25E-01;2.32E-01;1.76E-01;2.80E-01;2.78E-01;2.54E-01;2.61E-01;2.09E-01;2.85E-01;2.17E-01;1.41E-01;1.20E-01;1.13E-01;7.67E-02;4.53E-02;3.79E-02;4.54E-02;2.45E-02;2.28E-02;6.54E-03;4.73E-03;2.71E-03;2.47E-03;1.50E-03;6.72E-04;4.36E-04;3.51E-04;2.52E-04;2.16E-04
NGA-West2;225;55;13.6;;5.19;33.505;-116.514;;5044;;;I;;724.89;12.68;1.10E-01;1.10E-01;1.10E-01;2.58E-01;2.99E-01;5.60E-01;3.80E-01;3.35E-01;2.10E-01;1.75E-01;2.03E-01;2.35E-01;1.73E-01;1.25E-01;9.89E-02;6.85E-02;4.81E-02;4.16E-02;4.09E-02;2.89E-02;2.45E-02;1.89E-02;1.17E-02;8.85E-03;8.57E-03;7.14E-03;4.38E-03;2.81E-03;1.92E-03;1.44E-03;8.73E-04;5.80E-04;4.12E-04;3.08E-04;2.39E-04;1.91E-04
