source;record_sequence_number_NGA;event_id;ev_depth_km;Mw;M;epi_lat;epi_lon;network_code;station_code;sensor_depth_m;proximity_code;GMX_first;ec8_code;vs30_m_sec;epi_dist;rotD50_pga;rotD50_T0_010;rotD50_T0_025;rotD50_T0_040;rotD50_T0_050;rotD50_T0_070;rotD50_T0_100;rotD50_T0_150;rotD50_T0_200;rotD50_T0_250;rotD50_T0_300;rotD50_T0_350;rotD50_T0_400;rotD50_T0_450;rotD50_T0_500;rotD50_T0_600;rotD50_T0_700;rotD50_T0_750;rotD50_T0_800;rotD50_T0_900;rotD50_T1_000;rotD50_T1_200;rotD50_T1_400;rotD50_T1_600;rotD50_T1_800;rotD50_T2_000;rotD50_T2_500;rotD50_T3_000;rotD50_T3_500;rotD50_T4_000;rotD50_T5_000;rotD50_T6_000;rotD50_T7_000;rotD50_T8_000;rotD50_T9_000;rotD50_T10_000
NGA-West2;46;29;8;;5.33;34.2698;-117.54;;24303;;;I;;316.46;76.23;1.84E-02;1.85E-02;1.85E-02;2.42E-02;2.64E-02;4.52E-02;9.43E-02;1.22E-01;1.15E-01;1.15E-01;8.06E-02;5.02E-02;7.30E-02;4.31E-02;2.80E-02;1.68E-02;2.26E-02;2.34E-02;1.70E-02;1.43E-02;1.48E-02;1.04E-02;1.20E-02;5.26E-03;5.83E-03;3.65E-03;2.55E-03;1.55E-03;7.32E-04;5.29E-04;2.61E-04;1.92E-04;1.20E-04;8.67E-05;6.73E-05;5.42E-05
NGA-West2;47;29;8;;5.33;34.2698;-117.54;;24271;;;A;;425.34;93.22;9.26E-03;9.27E-03;9.27E-03;1.10E-02;1.02E-02;1.60E-02;1.62E-02;2.66E-02;2.93E-02;5.24E-02;4.00E-02;3.84E-02;4.90E-02;4.59E-02;5.28E-02;2.94E-02;2.56E-02;1.81E-02;1.58E-02;1.13E-02;7.20E-03;5.85E-03;4.47E-03;3.47E-03;3.15E-03;3.03E-03;1.55E-03;6.99E-04;5.19E-04;4.17E-04;2.34E-04;1.40E-04;8.43E-05;6.38E-05;5.00E-05;3.98E-05
NGA-West2;48;29;8;;5.33;34.2698;-117.54;;278;;;H;;421.44;31.69;1.83E-02;1.84E-02;1.84E-02;2.08E-02;2.56E-02;5.61E-02;9.15E-02;7.98E-02;7.10E-02;6.87E-02;5.86E-02;7.69E-02;3.68E-02;5.03E-02;4.15E-02;3.81E-02;3.25E-02;4.20E-02;3.27E-02;2.77E-02;1.95E-02;1.28E-02;9.52E-03;9.40E-03;5.90E-03;4.88E-03;3.59E-03;2.11E-03;1.08E-03;6.56E-04;4.41E-04;2.90E-04;1.72E-04;1.25E-04;9.55E-05;7.50E-05
NGA-West2;49;29;8;;5.33;34.2698;-117.54;;104;;;H;;667.13;44.98;3.75E-02;3.77E-02;3.77E-02;4.85E-02;7.39E-02;1.26E-01;1.76E-01;1.61E-01;1.24E-01;5.56E-02;6.80E-02;3.48E-02;4.18E-02;3.43E-02;4.42E-02;1.42E-02;1.14E-02;1.21E-02;1.25E-02;1.55E-02;9.05E-03;5.11E-03;4.53E-03;3.63E-03;2.96E-03;2.57E-03;2.14E-03;1.21E-03;6.70E-04;4.78E-04;2.71E-04;1.70E-04;1.14E-04;8.33E-05;6.59E-05;5.34E-05
NGA-West2;50;29;8;;5.33;34.2698;-117.54;;290;;;B;;486;13.01;1.69E-01;1.69E-01;1.69E-01;2.19E-01;2.63E-01;3.80E-01;7.97E-01;6.51E-01;3.44E-01;6.38E-01;4.51E-01;4.06E-01;4.37E-01;4.82E-01;4.96E-01;3.18E-01;2.12E-01;2.10E-01;2.30E-01;1.67E-01;9.35E-02;4.56E-02;2.91E-02;2.10E-02;1.70E-02;1.49E-02;1.00E-02;5.85E-03;4.01E-03;3.71E-03;2.36E-03;1.14E-03;7.92E-04;6.04E-04;4.74E-04;3.82E-04
NGA-West2;51;30;13;;6.61;34.44;-118.41;;411;;;B;;280.56;71.14;3.13E-02;3.13E-02;3.13E-02;3.54E-02;4.01E-02;5.55E-02;8.01E-02;1.61E-01;1.87E-01;1.34E-01;1.70E-01;1.96E-01;1.69E-01;1.52E-01;1.43E-01;1.11E-01;1.16E-01;8.51E-02;1.11E-01;1.24E-01;1.08E-01;9.25E-02;6.74E-02;1.03E-01;3.81E-02;2.38E-02;2.82E-02;3.87E-02;3.64E-02;3.78E-02;3.27E-02;1.62E-02;1.03E-02;8.90E-03;5.90E-03;3.71E-03
NGA-West2;52;30;13;;6.61;34.44;-118.41;;103;;;A;;360.45;187.99;3.44E-02;3.45E-02;3.45E-02;4.39E-02;3.64E-02;4.84E-02;6.68E-02;1.55E-01;2.52E-01;1.22E-01;1.20E-01;1.55E-01;1.42E-01;2.41E-01;1.42E-01;1.16E-01;7.47E-02;8.36E-02;8.69E-02;3.52E-02;3.54E-02;2.23E-02;1.79E-02;1.23E-02;6.97E-03;4.77E-03;2.75E-03;1.25E-03;7.36E-04;5.62E-04;2.82E-04;2.13E-04;1.56E-04;1.22E-04;9.65E-05;7.53E-05
NGA-West2;53;30;13;;6.61;34.44;-118.41;;1004;;;C;;241.41;117.55;6.95E-03;6.95E-03;6.95E-03;7.16E-03;7.51E-03;8.97E-03;9.34E-03;1.37E-02;1.73E-02;2.44E-02;5.10E-02;3.68E-02;3.08E-02;3.82E-02;2.76E-02;3.27E-02;3.56E-02;2.54E-02;2.75E-02;2.90E-02;2.20E-02;2.42E-02;1.74E-02;1.29E-02;1.56E-02;2.42E-02;1.28E-02;1.36E-02;5.60E-03;5.99E-03;5.04E-03;3.66E-03;3.43E-03;2.52E-03;1.54E-03;1.57E-03
NGA-West2;54;30;13;;6.61;34.44;-118.41;;105;;;A;;338.54;229.77;9.02E-03;9.03E-03;9.03E-03;1.17E-02;1.63E-02;1.46E-02;1.54E-02;1.81E-02;2.72E-02;3.68E-02;3.21E-02;6.18E-02;3.20E-02;4.17E-02;4.86E-02;4.20E-02;3.39E-02;3.30E-02;4.32E-02;4.73E-02;2.33E-02;1.92E-02;9.37E-03;1.13E-02;9.94E-03;9.33E-03;6.55E-03;6.66E-03;5.23E-03;7.78E-03;4.73E-03;2.24E-03;3.12E-03;2.95E-03;2.33E-03;1.77E-03
NGA-West2;55;30;13;;6.61;34.44;-118.41;;1;;;A;;385.69;117.46;1.20E-02;1.20E-02;1.20E-02;1.27E-02;1.34E-02;1.53E-02;2.51E-02;6.59E-02;9.73E-02;5.54E-02;1.11E-01;9.26E-02;6.57E-02;4.29E-02;3.92E-02;2.95E-02;2.73E-02;2.99E-02;3.01E-02;1.63E-02;2.73E-02;2.16E-02;1.99E-02;1.40E-02;1.58E-02;1.81E-02;1.08E-02;1.27E-02;7.66E-03;6.75E-03;2.21E-03;2.19E-03;3.11E-03;3.44E-03;2.99E-03;2.08E-03
NGA-West2;56;30;13;;6.61;34.44;-118.41;;108;;;H;;235;78.89;7.12E-02;7.14E-02;7.14E-02;7.81E-02;8.67E-02;1.56E-01;2.25E-01;3.04E-01;3.00E-01;8.65E-01;5.76E-01;3.54E-01;3.02E-01;3.22E-01;1.89E-01;1.38E-01;9.82E-02;1.21E-01;8.26E-02;6.46E-02;4.83E-02;4.77E-02;2.80E-02;3.98E-02;1.90E-02;2.33E-02;1.69E-02;2.15E-02;1.92E-02;2.05E-02;1.66E-02;1.56E-02;1.10E-02;8.31E-03;6.69E-03;5.44E-03
NGA-West2;57;30;13;;6.61;34.44;-118.41;;24278;;;I;;450.28;25.36;2.87E-01;2.87E-01;2.87E-01;3.67E-01;4.04E-01;6.30E-01;9.65E-01;1.40E+00;1.09E+00;9.56E-01;7.67E-01;1.61E+00;9.82E-01;1.15E+00;1.00E+00;8.38E-01;6.15E-01;6.54E-01;6.90E-01;5.41E-01;5.02E-01;3.02E-01;1.65E-01;1.31E-01;8.43E-02;9.57E-02;4.60E-02;2.30E-02;1.56E-02;1.22E-02;6.73E-03;3.68E-03;2.51E-03;1.96E-03;1.56E-03;1.28E-03
NGA-West2;58;30;13;;6.61;34.44;-118.41;;112;;;A;;477.22;102.97;2.72E-02;2.73E-02;2.73E-02;3.10E-02;3.59E-02;4.00E-02;7.51E-02;2.03E-01;8.83E-02;1.60E-01;2.27E-01;1.85E-01;1.85E-01;9.03E-02;7.65E-02;7.44E-02;7.44E-02;6.02E-02;4.00E-02;5.32E-02;3.46E-02;1.94E-02;1.41E-02;1.18E-02;1.38E-02;1.13E-02;5.52E-03;4.35E-03;3.14E-03;2.33E-03;1.61E-03;1.23E-03;7.75E-04;5.12E-04;3.55E-04;2.67E-04
NGA-West2;59;30;13;;6.61;34.44;-118.41;;111;;;B;;813.48;100.39;1.80E-02;1.80E-02;1.80E-02;3.25E-02;3.07E-02;4.49E-02;7.47E-02;1.14E-01;9.17E-02;7.51E-02;5.54E-02;6.68E-02;4.34E-02;4.43E-02;5.35E-02;3.93E-02;2.76E-02;2.19E-02;2.67E-02;4.47E-02;3.16E-02;2.84E-02;2.28E-02;1.14E-02;1.13E-02;8.46E-03;6.24E-03;6.81E-03;5.78E-03;4.80E-03;1.67E-03;1.08E-03;8.61E-04;5.89E-04;4.69E-04;3.26E-04
NGA-West2;60;30;13;;6.61;34.44;-118.41;;1013;;;I;;184.75;223.64;4.34E-03;4.35E-03;4.35E-03;1.04E-02;7.07E-03;9.64E-03;9.20E-03;8.79E-03;1.16E-02;1.26E-02;1.26E-02;1.28E-02;1.40E-02;1.80E-02;2.15E-02;1.88E-02;2.20E-02;2.20E-02;1.83E-02;2.35E-02;1.75E-02;2.31E-02;1.41E-02;1.47E-02;1.63E-02;1.47E-02;9.80E-03;9.34E-03;7.02E-03;5.68E-03;3.19E-03;3.69E-03;2.40E-03;1.94E-03;2.66E-03;2.87E-03
NGA-West2;61;30;13;;6.61;34.44;-118.41;;1015;;;A;;256.82;224.26;5.66E-03;5.67E-03;5.67E-03;6.54E-03;7.94E-03;9.36E-03;1.01E-02;8.95E-03;1.17E-02;1.68E-02;2.96E-02;3.89E-02;3.48E-02;3.56E-02;2.66E-02;2.42E-02;2.95E-02;4.43E-02;3.49E-02;3.08E-02;3.57E-02;3.13E-02;3.10E-02;1.39E-02;1.14E-02;8.66E-03;7.94E-03;7.86E-03;6.11E-03;4.63E-03;2.45E-03;3.57E-03;2.14E-03;1.61E-03;1.58E-03;1.95E-03
NGA-West2;62;30;13;;6.61;34.44;-118.41;;113;;;A;;301.95;109.54;3.85E-02;3.85E-02;3.85E-02;3.97E-02;4.11E-02;5.16E-02;8.00E-02;1.68E-01;1.42E-01;1.71E-01;3.83E-01;1.59E-01;1.27E-01;1.54E-01;8.75E-02;7.77E-02;3.77E-02;4.15E-02;4.14E-02;3.54E-02;3.01E-02;1.97E-02;2.02E-02;9.34E-03;8.75E-03;5.95E-03;7.57E-03;4.84E-03;2.84E-03;1.96E-03;1.03E-03;5.96E-04;3.87E-04;2.80E-04;2.04E-04;1.51E-04
NGA-West2;63;30;13;;6.61;34.44;-118.41;;121;;;H;;634.33;29.41;9.39E-02;9.41E-02;9.41E-02;1.75E-01;2.00E-01;2.28E-01;2.93E-01;2.77E-01;3.38E-01;6.68E-01;2.75E-01;1.18E-01;9.11E-02;1.17E-01;9.56E-02;1.31E-01;1.58E-01;1.57E-01;1.49E-01;1.22E-01;9.85E-02;7.81E-02;6.41E-02;5.60E-02;3.68E-02;2.62E-02;1.70E-02;1.99E-02;1.03E-02;1.40E-02;8.70E-03;3.70E-03;3.72E-03;2.20E-03;1.57E-03;1.18E-03
NGA-West2;64;30;13;;6.61;34.44;-118.41;;998;;;A;;394.18;65.58;2.40E-02;2.41E-02;2.41E-02;3.16E-02;3.39E-02;7.94E-02;1.65E-01;1.83E-01;1.66E-01;1.10E-01;1.05E-01;1.42E-01;7.80E-02;4.13E-02;2.96E-02;2.67E-02;1.30E-02;1.02E-02;9.08E-03;1.45E-02;1.15E-02;1.19E-02;8.76E-03;7.26E-03;7.76E-03;7.99E-03;7.60E-03;4.20E-03;3.51E-03;3.27E-03;1.38E-03;6.57E-04;4.08E-04;2.77E-04;1.93E-04;1.43E-04
NGA-West2;65;30;13;;6.61;34.44;-118.41;;994;;;I;;308.35;49.83;8.34E-02;8.42E-02;8.42E-02;1.21E-01;1.21E-01;1.56E-01;2.72E-01;3.05E-01;3.72E-01;4.91E-01;2.76E-01;3.06E-01;3.69E-01;2.71E-01;2.20E-01;1.10E-01;1.30E-01;9.81E-02;1.10E-01;9.05E-02;1.00E-01;7.33E-02;7.02E-02;1.08E-01;9.38E-02;5.95E-02;3.83E-02;1.91E-02;9.73E-03;6.12E-03;4.27E-03;2.51E-03;1.78E-03;1.25E-03;9.26E-04;6.94E-04
NGA-West2;66;30;13;;6.61;34.44;-118.41;;12331;;;A;;328.09;153.8;3.67E-02;3.68E-02;3.68E-02;4.85E-02;4.80E-02;7.85E-02;1.54E-01;1.92E-01;2.41E-01;1.38E-01;1.42E-01;1.52E-01;2.27E-01;1.37E-01;1.28E-01;1.33E-01;1.04E-01;8.62E-02;8.29E-02;6.87E-02;6.46E-02;4.26E-02;3.99E-02;2.33E-02;2.59E-02;1.52E-02;6.96E-03;3.35E-03;2.82E-03;1.33E-03;7.95E-04;5.16E-04;2.77E-04;2.62E-04;2.01E-04;1.65E-04
NGA-West2;67;30;13;;6.61;34.44;-118.41;;1035;;;H;;591;134.1;8.76E-03;8.77E-03;8.77E-03;8.98E-03;9.27E-03;1.20E-02;2.37E-02;3.40E-02;6.56E-02;5.76E-02;7.20E-02;4.69E-02;3.67E-02;2.61E-02;3.19E-02;2.43E-02;1.62E-02;1.57E-02;1.71E-02;2.67E-02;2.79E-02;1.25E-02;1.09E-02;1.27E-02;8.03E-03;1.29E-02;7.96E-03;8.09E-03;4.94E-03;6.98E-03;5.41E-03;4.04E-03;3.98E-03;2.26E-03;3.23E-03;3.51E-03
NGA-West2;68;30;13;;6.61;34.44;-118.41;;24303;;;I;;316.46;39.49;2.17E-01;2.18E-01;2.18E-01;4.39E-01;4.92E-01;6.81E-01;1.03E+00;1.04E+00;1.07E+00;1.16E+00;8.59E-01;8.33E-01;8.09E-01;4.46E-01;4.56E-01;4.84E-01;3.24E-01;2.26E-01;3.36E-01;4.65E-01;2.68E-01;2.92E-01;3.82E-01;1.38E-01;1.08E-01;1.51E-01;1.10E-01;9.79E-02;1.25E-01;1.14E-01;6.70E-02;3.59E-02;2.35E-02;1.51E-02;1.08E-02;8.23E-03
NGA-West2;69;30;13;;6.61;34.44;-118.41;;130;;;C;;217.92;76.38;2.84E-02;2.85E-02;2.85E-02;3.25E-02;3.38E-02;3.89E-02;6.08E-02;1.06E-01;8.95E-02;1.37E-01;2.60E-01;1.64E-01;1.99E-01;2.02E-01;2.28E-01;1.49E-01;1.77E-01;1.09E-01;1.27E-01;8.62E-02;7.43E-02;8.80E-02;8.21E-02;4.05E-02;5.30E-02;6.27E-02;6.26E-02;6.18E-02;6.22E-02;7.82E-02;6.49E-02;7.01E-02;3.19E-02;2.20E-02;1.38E-02;8.70E-03
NGA-West2;70;30;13;;6.61;34.44;-118.41;;24271;;;A;;425.34;26.1;1.18E-01;1.19E-01;1.19E-01;1.67E-01;1.89E-01;4.76E-01;3.27E-01;5.05E-01;3.13E-01;4.31E-01;6.27E-01;4.36E-01;2.83E-01;2.76E-01;4.73E-01;4.29E-01;6.30E-01;4.74E-01;3.56E-01;3.90E-01;4.69E-01;3.47E-01;2.08E-01;1.37E-01;8.39E-02;6.31E-02;3.34E-02;2.39E-02;1.47E-02;1.34E-02;9.44E-03;7.39E-03;5.99E-03;2.94E-03;1.94E-03;1.42E-03
NGA-West2;71;30;13;;6.61;34.44;-118.41;;128;;;A;;602.1;20.04;3.21E-01;3.22E-01;3.22E-01;5.50E-01;5.74E-01;8.89E-01;9.43E-01;1.58E+00;1.64E+00;2.14E+00;1.09E+00;7.42E-01;5.76E-01;3.34E-01;3.16E-01;1.79E-01;1.71E-01;1.91E-01;2.00E-01;2.12E-01;1.94E-01;1.05E-01;7.17E-02;6.04E-02;5.59E-02;5.06E-02;2.68E-02;2.02E-02;2.55E-02;1.73E-02;9.07E-03;6.08E-03;3.46E-03;2.17E-03;1.70E-03;1.34E-03
NGA-West2;72;30;13;;6.61;34.44;-118.41;;126;;;I;;600.06;24.18;1.79E-01;1.79E-01;1.79E-01;4.74E-01;5.53E-01;7.69E-01;6.15E-01;1.04E+00;1.04E+00;5.82E-01;5.48E-01;3.76E-01;3.81E-01;3.91E-01;2.39E-01;3.08E-01;1.65E-01;1.24E-01;1.11E-01;1.38E-01;1.19E-01;8.63E-02;7.52E-02;7.23E-02;3.82E-02;2.72E-02;1.53E-02;1.18E-02;9.51E-03;1.76E-02;8.15E-03;7.09E-03;5.40E-03;2.90E-03;1.88E-03;1.41E-03
NGA-West2;73;30;13;;6.61;34.44;-118.41;;127;;;I;;670.84;23.1;1.53E-01;1.54E-01;1.54E-01;6.21E-01;7.63E-01;5.56E-01;8.20E-01;8.05E-01;3.68E-01;2.34E-01;4.04E-01;4.41E-01;2.51E-01;2.01E-01;1.09E-01;9.39E-02;1.34E-01;8.72E-02;8.09E-02;8.03E-02;5.92E-02;7.23E-02;4.39E-02;5.00E-02;4.83E-02;2.98E-02;2.09E-02;1.06E-02;1.23E-02;1.14E-02;4.54E-03;1.82E-03;1.56E-03;1.10E-03;8.66E-04;7.18E-04
NGA-West2;74;30;13;;6.61;34.44;-118.41;;1041;;;I;;303.79;198.97;9.78E-03;9.81E-03;9.81E-03;1.08E-02;1.28E-02;1.34E-02;1.89E-02;2.88E-02;3.46E-02;4.31E-02;5.15E-02;5.26E-02;4.29E-02;4.41E-02;4.50E-02;3.81E-02;2.91E-02;2.86E-02;3.36E-02;4.73E-02;3.81E-02;3.80E-02;2.22E-02;1.88E-02;2.14E-02;2.30E-02;8.05E-03;7.13E-03;5.47E-03;6.52E-03;9.78E-03;7.36E-03;8.18E-03;5.59E-03;3.50E-03;3.09E-03
NGA-West2;75;30;13;;6.61;34.44;-118.41;;1042;;;I;;443.85;114.63;1.09E-02;1.09E-02;1.09E-02;1.22E-02;1.31E-02;1.93E-02;2.86E-02;3.53E-02;5.29E-02;4.80E-02;5.99E-02;8.02E-02;5.79E-02;4.72E-02;2.92E-02;3.25E-02;3.54E-02;4.40E-02;2.45E-02;2.88E-02;2.29E-02;1.76E-02;1.78E-02;1.16E-02;1.29E-02;1.48E-02;1.21E-02;9.23E-03;1.34E-02;9.28E-03;1.50E-02;1.68E-02;1.08E-02;1.55E-02;1.72E-02;1.67E-02
NGA-West2;76;30;13;;6.61;34.44;-118.41;;1043;;;I;;441.25;115.1;8.99E-03;9.01E-03;9.01E-03;1.09E-02;1.65E-02;1.92E-02;2.47E-02;3.76E-02;4.31E-02;3.37E-02;3.92E-02;3.92E-02;4.46E-02;4.00E-02;4.83E-02;2.97E-02;4.91E-02;2.58E-02;2.46E-02;1.56E-02;2.16E-02;1.88E-02;1.71E-02;1.07E-02;1.55E-02;2.41E-02;1.63E-02;1.03E-02;1.02E-02;7.85E-03;4.21E-03;6.46E-03;5.34E-03;5.61E-03;5.07E-03;3.59E-03
NGA-West2;77;30;13;;6.61;34.44;-118.41;;279;;;H;;2016.13;11.87;1.22E+00;1.22E+00;1.22E+00;2.33E+00;2.62E+00;2.41E+00;3.02E+00;4.20E+00;4.58E+00;3.62E+00;4.32E+00;4.25E+00;5.29E+00;3.15E+00;3.20E+00;1.25E+00;1.26E+00;9.11E-01;1.00E+00;1.67E+00;1.51E+00;1.21E+00;1.08E+00;9.76E-01;6.98E-01;4.32E-01;2.33E-01;1.85E-01;1.22E-01;1.16E-01;1.32E-01;9.36E-02;6.20E-02;3.99E-02;2.72E-02;2.05E-02
NGA-West2;78;30;13;;6.61;34.44;-118.41;;262;;;A;;452.86;31.61;1.22E-01;1.22E-01;1.22E-01;1.60E-01;2.10E-01;2.96E-01;7.37E-01;6.24E-01;6.62E-01;7.23E-01;6.14E-01;5.28E-01;3.42E-01;2.88E-01;4.49E-01;4.96E-01;2.69E-01;3.68E-01;2.48E-01;4.64E-01;2.15E-01;3.22E-01;3.80E-01;2.47E-01;2.02E-01;1.88E-01;7.64E-02;2.66E-02;2.51E-02;2.37E-02;9.76E-03;1.08E-02;5.49E-03;3.61E-03;2.77E-03;1.98E-03
NGA-West2;79;30;13;;6.61;34.44;-118.41;;80053;;;C;;415.13;42.75;1.06E-01;1.06E-01;1.06E-01;1.65E-01;1.94E-01;2.94E-01;3.27E-01;4.41E-01;3.39E-01;4.62E-01;4.71E-01;4.65E-01;5.01E-01;6.51E-01;4.89E-01;3.33E-01;2.53E-01;2.09E-01;3.36E-01;3.52E-01;2.76E-01;1.65E-01;1.51E-01;8.48E-02;1.01E-01;9.89E-02;8.65E-02;4.25E-02;2.51E-02;1.31E-02;9.85E-03;4.46E-03;2.51E-03;1.71E-03;1.41E-03;1.12E-03
NGA-West2;80;30;13;;6.61;34.44;-118.41;;266;;;C;;969.07;39.17;1.45E-01;1.45E-01;1.45E-01;1.79E-01;1.71E-01;2.58E-01;4.72E-01;8.68E-01;1.17E+00;9.28E-01;4.68E-01;5.54E-01;4.80E-01;4.17E-01;2.40E-01;3.23E-01;2.39E-01;2.79E-01;2.31E-01;1.81E-01;1.83E-01;1.15E-01;5.41E-02;4.33E-02;3.55E-02;3.58E-02;1.46E-02;6.09E-03;3.90E-03;2.82E-03;1.75E-03;1.18E-03;8.68E-04;6.62E-04;5.18E-04;4.14E-04
NGA-West2;81;30;13;;6.61;34.44;-118.41;;269;;;A;;529.09;45.41;1.31E-01;1.31E-01;1.31E-01;2.30E-01;2.12E-01;4.23E-01;6.29E-01;8.31E-01;4.33E-01;6.32E-01;2.86E-01;4.46E-01;4.28E-01;2.72E-01;2.72E-01;1.11E-01;1.17E-01;1.08E-01;9.26E-02;9.11E-02;7.65E-02;7.96E-02;3.79E-02;5.93E-02;4.05E-02;2.14E-02;2.50E-02;2.54E-02;1.37E-02;1.35E-02;6.00E-03;2.62E-03;1.92E-03;1.29E-03;9.24E-04;7.65E-04
NGA-West2;82;30;13;;6.61;34.44;-118.41;;272;;;A;;248.98;80.21;2.66E-02;2.67E-02;2.67E-02;3.44E-02;3.25E-02;4.01E-02;5.78E-02;9.17E-02;1.24E-01;1.63E-01;1.96E-01;1.88E-01;1.58E-01;8.01E-02;1.12E-01;1.14E-01;1.25E-01;1.34E-01;1.47E-01;1.13E-01;1.26E-01;9.93E-02;1.03E-01;8.10E-02;1.30E-01;9.78E-02;9.37E-02;7.54E-02;4.80E-02;4.42E-02;2.72E-02;2.17E-02;1.68E-02;1.10E-02;7.08E-03;5.15E-03
NGA-West2;83;30;13;;6.61;34.44;-118.41;;278;;;H;;421.44;67.63;5.98E-02;6.00E-02;6.00E-02;8.13E-02;7.64E-02;1.01E-01;2.54E-01;3.36E-01;4.58E-01;1.91E-01;1.23E-01;1.77E-01;1.69E-01;2.86E-01;1.79E-01;1.96E-01;1.71E-01;1.63E-01;1.53E-01;1.22E-01;8.57E-02;4.54E-02;4.60E-02;2.74E-02;1.82E-02;2.89E-02;1.65E-02;1.17E-02;1.54E-02;8.75E-03;1.06E-02;7.11E-03;5.17E-03;3.48E-03;2.10E-03;1.43E-03
NGA-West2;84;30;13;;6.61;34.44;-118.41;;314;;;B;;354.06;223.7;5.14E-03;5.14E-03;5.14E-03;7.06E-03;8.25E-03;8.82E-03;1.45E-02;1.80E-02;3.13E-02;1.87E-02;1.85E-02;3.34E-02;2.11E-02;2.86E-02;3.44E-02;4.10E-02;2.49E-02;1.62E-02;2.09E-02;1.44E-02;1.87E-02;1.77E-02;1.51E-02;1.69E-02;1.14E-02;9.86E-03;6.93E-03;5.32E-03;7.25E-03;4.31E-03;6.35E-03;3.60E-03;6.59E-03;4.92E-03;2.84E-03;1.89E-03
NGA-West2;85;30;13;;6.61;34.44;-118.41;;465;;;A;;459.37;125.86;3.82E-02;3.83E-02;3.83E-02;6.15E-02;4.72E-02;5.25E-02;1.08E-01;1.70E-01;2.42E-01;1.57E-01;2.17E-01;1.93E-01;1.47E-01;1.41E-01;1.97E-01;1.60E-01;1.98E-01;1.14E-01;1.33E-01;1.35E-01;1.30E-01;1.04E-01;7.58E-02;4.73E-02;3.77E-02;4.08E-02;2.38E-02;1.42E-02;1.25E-02;1.98E-02;1.64E-02;1.54E-02;5.94E-03;6.10E-03;2.28E-03;1.82E-03
NGA-West2;86;30;13;;6.61;34.44;-118.41;;280;;;A;;442.88;142.62;1.47E-02;1.47E-02;1.47E-02;1.52E-02;1.86E-02;2.74E-02;4.22E-02;8.46E-02;7.38E-02;5.31E-02;7.09E-02;7.23E-02;7.29E-02;6.55E-02;6.81E-02;3.88E-02;5.10E-02;6.94E-02;4.62E-02;6.21E-02;3.85E-02;4.61E-02;2.73E-02;2.04E-02;3.68E-02;3.31E-02;1.43E-02;1.30E-02;9.02E-03;7.79E-03;6.85E-03;8.27E-03;7.77E-03;6.05E-03;5.82E-03;3.50E-03
NGA-West2;87;30;13;;6.61;34.44;-118.41;;104;;;H;;667.13;45.86;1.86E-01;1.87E-01;1.87E-01;5.02E-01;5.48E-01;6.50E-01;6.85E-01;8.50E-01;1.62E+00;7.82E-01;3.88E-01;2.74E-01;2.47E-01;1.09E-01;8.29E-02;1.35E-01;9.68E-02;1.41E-01;8.95E-02;4.46E-02;5.79E-02;4.42E-02;3.17E-02;3.99E-02;2.89E-02;1.83E-02;1.98E-02;1.62E-02;1.63E-02;5.06E-03;3.48E-03;1.69E-03;9.85E-04;6.91E-04;5.59E-04;4.29E-04
NGA-West2;88;30;13;;6.61;34.44;-118.41;;285;;;H;;389;31.55;1.55E-01;1.55E-01;1.55E-01;1.89E-01;2.48E-01;2.70E-01;1.28E+00;8.25E-01;4.34E-01;2.27E-01;3.71E-01;3.36E-01;2.71E-01;2.92E-01;1.89E-01;1.89E-01;1.98E-01;1.99E-01;1.57E-01;2.82E-01;2.59E-01;1.76E-01;8.91E-02;7.18E-02;5.33E-02;6.74E-02;8.29E-02;4.64E-02;6.85E-02;5.59E-02;3.66E-02;2.33E-02;1.34E-02;1.14E-02;9.28E-03;6.96E-03
NGA-West2;89;30;13;;6.61;34.44;-118.41;;1027;;;I;;669.48;67.62;3.93E-02;3.94E-02;3.94E-02;9.93E-02;9.00E-02;1.73E-01;2.66E-01;1.54E-01;2.32E-01;7.79E-02;1.18E-01;1.05E-01;7.64E-02;7.39E-02;4.94E-02;4.40E-02;2.12E-02;2.39E-02;1.31E-02;1.30E-02;1.15E-02;7.08E-03;9.76E-03;5.94E-03;6.72E-03;8.04E-03;5.34E-03;5.28E-03;4.86E-03;3.21E-03;1.45E-03;8.57E-04;5.34E-04;3.66E-04;2.68E-04;2.02E-04
NGA-West2;90;30;13;;6.61;34.44;-118.41;;282;;;C;;322.42;132.23;1.83E-02;1.83E-02;1.83E-02;2.50E-02;2.66E-02;3.41E-02;3.77E-02;3.77E-02;5.50E-02;8.40E-02;8.90E-02;1.02E-01;1.44E-01;9.11E-02;1.33E-01;7.81E-02;1.06E-01;8.24E-02;7.88E-02;8.54E-02;1.04E-01;5.49E-02;5.73E-02;9.76E-02;4.83E-02;6.37E-02;4.46E-02;2.17E-02;2.61E-02;2.28E-02;1.63E-02;1.67E-02;1.20E-02;8.22E-03;7.39E-03;9.22E-03
